,Unnamed: 0,company,job_title,listing_id,address,employment_type,seniority,min_exp,job_cat,salary_range,salary_unit,date_posted,date_expiry,job_description,avg_salary
10,10,NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,analyst,MCF-2021-0240018,378 Alexandra Rd 159964,full time,Executive,2,admin / secretarial,"$3,100to$3,700",Monthly,Posted 27 May 2021,Closing on 26 Jun 2021,"Roles & Responsibilities
Overview

We are living in thrilling times. Technology is reshaping how we live and we want to use it to redefine how healthcare services are offered. Alexandra Hospital being one of the oldest hospitals in Singapore is at the forefront of the healthcare redesign and innovation. The hospital is undergoing massive campus redevelopment, piloting new model of care, building and testing new ideas and innovation with the latest technology. We want to build a strong data analytics team with the right foundation - using data, technology and trust to solve problems and serve our patients.
Heath Informatics and Data Analytics Department works on some of the most challenging and fascinating problems in healthcare. We apply latest data analytics techniques, machine learning, simulation, modelling, forecasting, scheduling, optimization, and many other advanced techniques on our huge datasets to push our service metrics to their bounds, directly and indirectly. We foster a culture where we enjoy raising the bar constantly for ourselves and others, and that strongly supports the freedom to explore and innovate.

Job Responsibilities

Develop a roadmap for data analytics for the hospital to partner with the various stakeholders
Explore and extract insights from massive healthcare dataset, to power a new care model that can make our care delivery seamless, precise and in fairness to each patient
Build models to test the new model of care based on alternative data
Leveraging data to help the operation users to answer questions around service expansion, care delivery, patient retention/churn and any other business goals that can be addressed through data insights.
Build, validate, test, and deploy machine learning or other data science models to predict and influence the behaviour of patients and providers with the goal of optimising system efficiency
Work independently or in a team to solve complex problem statements
Interface with business & operation teams to formulate solutions and influence changes informed by your finding
Requirements
Masters’ Degree or Bachelors’ Degree in Operation Research/Management, Mathematics, Computer Science/Engineering, Industrial Engineering, Business Analytics, Information System, Physics or other quantitative disciplines.
Ability to work with multi-disciplinary teams, collaborative, accommodative and supportive to contribute to the shared vision and common goal.
Min. 2-3 years of hands-on experience in data mining, machine learning modelling (natural language processing, regression, time-series etc), predictive analytics and big data analytics. Fresh graduate will also be considered based on merit.
Knowledge & experience in advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.)
Proficiency with data science and analytics tools will be plus (Such as R, python, SPSS, Excel, Tableau)
Prior experience in health services is added advantage, but not a must.
Good understanding of database and ETL techniques and tools (such as SQL, OBIEE etc)
Strong written and oral communication skills",3400.0
11,11,ANTAES ASIA PTE. LTD.,analyst,MCF-2021-0141236,Islandwide,full time,Senior Executive,7,banking and finance,"$9,000to$12,000",Monthly,Posted 27 May 2021,Closing on 26 Jun 2021,"Roles & Responsibilities
Job Description:
- Contribute to IT projects in the banking industry for Antaes clients
- Gather the requirements for the target DWH model.
- Provide DFS (detailed functional specification) that will form the basis of the technical specification and development.
- Ensure alignment between DFS and technical specification written by technical teams.
- Ensure standards/process and processes per the Wealth management governance for projects are followed.
- Provide effort estimation on FUNCTIONAL ASSESSMENT when required.
- Support the SIT/UAT in the capacity of BA.
- Ensure commitments/milestones are met with good quality and within budget.
- Responsible for implementing and enforcing the project Governance as the development framework to optimize IT activities & processes. In so doing, to assist the organization in attaining the level of quality as determined by the IT Management.
- Contribute to the promotion of Antaes services on top of assistance provided to clients
Job Requirements:
- Bachelor’s Degree or equivalent experience required
- Minimum 7 years relevant experience as Business Analyst working on financial institution preferably Wealth Management related with IT knowledge.
- Good understanding of Wealth Management Products (i.e. loans/deposits/fx/securities/etc).
- IT knowledge/background.
- Having a Finance / Accounting Background is a plus.
- Knowledge on agile way of working
- Exposure to technology platform such as ORACLE DATABASE and BUSINESS INTELLIGENCE (e.g. SAP BI4), TABLEAU.
- Has the ability to understand, explain and support change.
- Client focused/Critical thinker and has ability to synthesize and simplify.
- Ability to anticipate business/strategic evolution
- Ability to collaborate/teamwork
- Must have good organization skills
- On Communication, must have the following traits:
o Good oral & written skills.
o Ability to manage/facilitate a meeting / committee
- A good team player with problem-solving attitude.
- Analytical and precise: Capacity to challenge the solution to propose a more efficient one.
- Multi-tasking: ability to accommodate concurrent projects and is self-motivated",10500.0
12,12,UNI CONNECT PTE LTD,analyst,MCF-2021-0186020,76 PLAYFAIR ROAD 367996,full time,Professional,3,engineering,"$5,500to$7,500",Monthly,Posted 27 May 2021,Closing on 26 Jun 2021,"Roles & Responsibilities
Responsibilities:
Conduct and support digital forensic analysis and data collection
Review, analyze, and alert on DLP activity logs.
Combine and bring context to the combination of various log sources and forensic analysis.
Use and improve upon existing technologies and workflows to accurately and efficiently identify risk based on multiple data sets and data points (e.g., person, location, activity).
Designing, developing and testing data analysis/collection and visualization applications in programming language(s) of choice.
Conducting digital forensic disk imaging and maintaining chain of custody when needed to support investigations and legal requirements.
Requirements:
Degree in Digital, Computer Forensics or related with 3-5 years of relevant experience
Ability to communicate fluently with Mandarin-speaking vendors and authorities is vital to identify and investigate risk in the region
Adhere to digital forensic principals, methodology, and protocols to include evidence handling and preservation
Maintain awareness and follow data handling, safety, and security policy and procedures
Strong understanding and practical knowledge of operating system design, computer networking (transport and application layer), network protocols, and computer file systems
Good communication, interpersonal and team coordination skills
Ability to lift, move, open, disassemble and assemble up to 50 pounds in weight of computers, laptops, servers, and other computing devices.
Self-sufficient, motivated individual with the ability to calmly operate in high stress environment to meet goals in a timely manner.
Interested applicants can send their resume on deepti@uniconnect.com.sg stating their current/expected salary along with their availability.",6500.0
13,13,ACCREDIFY PTE. LTD.,analyst,MCF-2021-0190578,75 AYER RAJAH CRESCENT 139953,full time,Fresh/entry level,0,information technology,"$3,000to$4,000",Monthly,Posted 28 Apr 2021,Closing on 28 May 2021,"Roles & Responsibilities
Accredify is a well-funded Singapore based trust-tech start-up with presence in Malaysia, Myanmar, Japan and Vietnam. We help organisations turn physical documents into verifiable and tamper-proof documents by leveraging on distributed ledger technology. We are a fast-growing start-up with a work-hard/play-hard culture. If you would like to join our young and dynamic team, apply for this opportunity today!

In Education, we help higher education institutions issue tamper-proof digital degree certificates and transcripts. The firm is currently present in 5 countries and expanding their solution across the globe. In 2020, we were recognised as one of the Top 50 Southeast Asia EdTech firms by HolonIQ.

In Healthcare, Accredify is a government-authorised service provider that helps healthcare institutions issue HealthCerts, a template for digital verifiable COVID-19 swab results which Accredify helped to co-develop and is currently being issued by all clinics in Singapore. Accredify has 500 partner clinics in Singapore and Hong Kong.

To find out more: https://accredify.io

-----

We are further expanding our presence regionally in South East Asia and we are looking to expand our team with the role below:

Role: Data Analyst

Responsibilities:
Using database query languages to retrieve and manipulate information.
Perform data filtering, cleaning and early stage transformation.
Analyzing the data and coming up with meaningful information, knowledge and wisdom
Communicating results with the team using data visualization.
Ability to handle raw and unstructured data.
What we are looking for:
Problem solvers
- Have an internal process for resolving complex issues
Flexibility
- Able to adapt to new technologies and open to changes
- Constantly upskilling
- Persistent and meticulous
- Ability/love to nit-pick on all details
Passionate
- Understanding that everything you do will directly or indirectly affect the customers and willingness to ensure customers of a smooth experience through data analytics, every time.
- Good people & communication skills
- Ability to communicate insights and knowledge to the team
Driven & motivated
- Ability to find your own value proposition, create and manage own tasks
Good time management and priority skills
Requirements:
Bachelor's degree or equivalent experience in Computer Science or related field
Strong mathematical aptitude
Should be well versed with Excel, and SQL
Possession of problem-solving attitude
Proficient in the communication of results to the team
Should have a strong suite of analytical skills
Should possess creative and out of the box thinking
Good to have:
Familiarity with AWS, Lambda
Knowledge of programming languages",3500.0
14,14,RECRUIT EXPRESS PTE LTD,analyst,MCF-2021-0238589,"NGEE ANN CITY, 391A ORCHARD ROAD 238873",full time,Executive,1,banking and finance,"$2,500to$3,000",Monthly,Posted 26 May 2021,Closing on 16 Jun 2021,"Roles & Responsibilities
Manage different sets of data. Perform analysis by interpreting data, identifying trends and patterns and come up with a plan/solution for improvement.
Prepare reports for management
Maintain data files
Perform warranty validation
Requirements:
Minimum Diploma / Degree
Proficient in MS Office especially Excel (Macro, VBA) and PowerPoint
Interested applicants, kindly send your resume to joeychen@recruitexpress.com.sg
Joey Chen Hui Yi (R1878026)
Recruit Express Pte Ltd
EA Licence No.: 99C4599",2750.0
17,17,SCIENTE INTERNATIONAL PTE. LTD.,analyst,MCF-2021-0236282,Islandwide,full time,Senior Executive,5,building and construction,"$4,500to$6,000",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
Job Summary
We are looking for a Data Analyst who can leverage his/her analytics skills to support various business units and work closely with key stakeholders to drive data analytics initiatives.

Mandatory Skill-set
Degree holder majoring in Business, Finance, Computer Science or equivalent;
At least 5 years of hands on experience in Tableau, Qlik or Power BI;
Strong in developing data pipeline and working on statistical modelling;
Working knowledge in Cloud platform such as AWS, Azure, Cloudera;
Familiar with SQL, scripting, programming languages (Python, R, Java);
Experience using analytical software (SPSS, SAS) and distributed architectures systems (HDFS, Hive, Spark);
Team player, self motivated and resourceful;
Numerically inclined with a strong analytical mind.
Desired Skill-set
Experience in Cloud / Big Data.
Responsibilities
Responsible for identifying business problems and developing analytical solutions;
Create data pipelines and data lake through tools such as SQL, NoSQL;
Extract reports from multiple sources, transform raw data into actionable items;
Design dashboards and automated reports using visualization tools such as Tableau, Qlik or Power BI;
Identify accurate data sources and data features to assist in the development of data science algorithms;
Simplify complex data concepts and present it to non-technical audiences;
Responsible for planning, execution and to oversee operations of data analytics to ensure quality;
Work together with key stakeholders to provide data reporting and drive business objectives;
Continuously learning about the industry trends.

Should you be interested in this career opportunity, please send in your updated resume to apply@sciente.com at the earliest.

When you apply, you voluntarily consent to the disclosure, collection and use of your personal data for employment/recruitment and related purposes in accordance with the SCIENTE Group Privacy Policy, a copy of which is published at SCIENTE’s website (https://www.sciente.com/privacy-policy).

Confidentiality is assured, and only shortlisted candidates will be notified for interviews.

EA Licence No. 07C5639",5250.0
18,18,IDC TECHNOLOGIES (SINGAPORE) PTE. LTD.,analyst,MCF-2021-0237417,"GB BUILDING, 143 CECIL STREET 069542",full time,Professional,6,information technology,"$6,500to$8,000",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
Min. Requirements:

· 3+ yrs of experience in Business Analyst and insights generation role
· Hands on experience on advance excel, Tablue, powerbi and automation
· Quality process understanding is preferred
· Digital marketing experience is prefered
Scope of the Work
· As a Business Analyst, he will be required to perform Analysis, Design, and Report development using data analysis tools like Minitab, R language, advanced Analytics Excel, Tableau, Google analytics tools in accordance to functional & operational specifications; in the areas of Social media, Sales, Small & Medium Business(SMB)
· Control design & execution of all operational risks, business & process KPI’s through statistical tools like control charts, FMEA, normalization, etc.
· Perform focused data analysis on key business opportunities like revenue improvement, seasonal impact, vendor KPI improvements, etc. And present end to end case studies with actionable insights & proposals to global SMB stakeholders
· Identify new strategic improvement opportunities during cross-functional meetings and drive internal engagements
· Write SMB program specifications and documentation/flowcharts
· Global driving cost saving and cost reduction projects & initiatives
· Execute tasks related to all business projects/change management requests by stakeholder's requirements.
· Perform and implement the Global QA reporting at various levels like Regional Level, Market (country-specific), Vendor, repeated process errors, quartile analysis, etc.
· Coordinate with internal leadership teams and vendors on various advanced data analysis needs, operational control requirements, data intakes, data modeling visualization dashboards, benchmarking reports, revenue impact analysis, etc. Also, recommend and execute improvements on all data science and business analysis needs
· Perform the Global Process dispute reporting & analysis presentation to the business
· Manage and work with global leads to implement these solutions that meet business requirements and are in alignment with the organization's business objectives.
· Partner with regional leads & global managers to understand business needs by reviewing the requirements specifications & analyze the impact on SMB programs/processes.
· Perform user acceptance test and support to all SMB program data dashboards & analytical reports
· Ability to multi-task and perform well under pressure within tight timelines and willing to provide 24/7 support including public holidays and weekends.",7250.0
19,19,STAFFONDEMAND PTE. LTD.,analyst,MCF-2021-0237835,3015A UBI ROAD 1 408705,full time,Executive,5,information technology,"$5,000to$7,500",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
COMPANY DESCRIPTION
Ascentis is the leader in powering CRM & Loyalty programs for leading brands in Singapore and the region. Our clients benefit from our suite of cutting edge solutions in CRM, Omni-channel Loyalty, Integrated Retail eCommerce, Business Intelligence, Mobile Engagement, and Digital Marketing Services. Voted by senior industry marketers as one of Singapore's award-winning loyalty marketing agency, Ascentis is proud to be leading the customer engagement innovation in the retail, food & beverage, entertainment, and hospitality industries. We are a young spirited company with a culture of innovation. Our teams are driven by experience and passion. We are agile and passionate in what we do. We believe in our people. We believe in ourselves. Our clients believe in us. 
As we continue to scale, we are interested to seek dynamic individual and self-starter to join us on an amazing journey by building great products for clients who believe in us.
RESPONSIBILITIES
Build data pipelines (ETL/ELT flows) to retrieve data from various data sources and put them together in a data lake and data warehouse
Build data quality service to ensure the integrity of the data models
Build dashboards using AWS Quicksight
Implement monitoring tools/scripts to identify performance bottlenecks
Optimize data extraction operations so that it does not impede performance of source systems as well as improving the overall performance ETL/ELT jobs
Producing high-quality code
Collaborate with Engineering & Product management team
May be required to work with external partners or clients in building the data pipelines
QUALIFICATIONS
5+ years experience designing and implementing data processing solutions at scale
BSc in Computer Science or equivalent practical experience
Practical experience designing and implementing with AWS Analytics services, especially Glue, Athena, Lambda, Macie, SageMaker and Quicksight
Familiarity with AWS cloud platform in general, such as the S3 and EC2
Familiarity with Data Lake and Data Warehouse design and best practices such as on data model and data partitioning
Practical experience building ETL/ELT data pipelines and best practices around it, such as on data cleansing, data tokenisation and ensuring good data quality
Experience in data visualization tool such as AWS Quicksight
Familiarity with databases such as SQL Server and PostgreSQL will be advantageous
Practical working experience using Python
Experience in team leading will be advantageous
At least intermediate level in spoken and written English
Please note that your application will be sent to and reviewed by the direct employer - Ascentis Pte Ltd",6250.0
20,20,GEODIS APAC (HOLDINGS) PTE. LTD.,analyst,MCF-2021-0237001,"GREAT WORLD CITY, 1 KIM SENG PROMENADE 237994",internship/traineeship,Fresh/entry level,0,logistics / supply chain,"$2,500to$2,500",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
Role Description
This role reports into the Regional Strategic Marketing Director and will be responsible for analysing different sets of data to drive sales performance

Specific Responsibilities
· Using external sources of data specific to the industry to research and analyse on tradeflows between countries for airfreight and seafreight tradelane project
· Seabury, Transport Intelligence, Panjiva for purchased sources of data
· Extract growth and decline trends by specific tradelanes for each countries’ project
· Study the commodity types to understand what is addressable by GEODIS where shipper data is available, work with countries on sales leads
· To learn how to extract data, compile, study and give conclusions.
· News update on competitors or tradelanes
· For competitors and industry, start a Monday noon weekly newsletter on what our key competitors are doing, a list of competitor names will be given, covering APAC countries
· Source of data- published data found online
Project research
· On specific topics: vaccines, Huawei restrictions, greater bay area project and other topics that marketing is pulled into, do research and synthesize the findings in support to country

Competencies
· Learn and Understand how to extract or use extracted data from SalesForce, Qliksense as internal analysis required to support APAC tradelane growth project. Independenty produce analysis reports required to drive identification of business growth opportunities
· Understand how to do the tradelane project analysis from external data sources Seabury, Panjiva and Transport Intelligence. GEODIS the licence for these external databases. Follow up on actions from tradelane projects
· Learn or be skilled in PowerBI to be able to create and update reports as used by sales and management teams for performance tracking and analyst of data

Duration of Traineeship/Attachment Offered
· 6 Months

Approved Training Allowance
· Fresh Graduates - $2500

Education Qualifications Required for the Traineeship Role under SGUnited Traineeship
(Degree and above)",2500.0
21,21,IT CONSULTANCY & SERVICES PTE LTD,analyst,MCF-2021-0237082,Islandwide,full time,Executive,2,information technology,"$5,500to$8,000",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
Responsibilities:
To develop, expend and optimize the data pipeline architecture under company’s data and analytics platform.
Design, create and maintain optimal data pipelines.
Prepare metadata and ingest data from source to data warehouse following company’s ingestion framework.
Work with business analysts on data transformation and compute to prepare data models/outputs for advanced analytics and dashboarding.
Requirements:
Degree in Information Technology, Computer Science, Statistics, Applied Mathematics, Business Analytics, or equivalent quantitative fields preferred.
Min 2 years’ experience in building and optimizing data pipelines and datasets.
Preferred Skillset:
Proficient programming skills in Python, SQL/Scala.
Experience in ETL and/or data wrangling tools for big data environment.
Good working experience in big data technologies such as Apache Spark, Hive, Hadoop, KAFKA and Linux.
Knowledgeable on structured and unstructured data design/ modelling, data access and data storage techniques.
Good communication skills (both oral and written).
IT Consultancy & Services Pte Ltd EA No: 92C5311
EA Reg No. R1326927 (Loo Siew Hoon)
We regret that only shortlisted candidates will be notified.",6750.0
23,23,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,analyst,MCF-2021-0238258,"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",contract,Senior Executive,4,advertising / media,"$4,000to$6,000",Monthly,Posted 25 May 2021,Closing on 24 Jun 2021,"Roles & Responsibilities
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with our consumer products.
Work with consumer and corporate press, as well as media partnerships, to brainstorm and tell compelling data stories.
Collaborate with internal product and data science teams to explore strategic opportunities to tell new stories.
Work with researchers to ensure strategic alignment.

Minimum Qualifications

3+ years of relevant working experience in a highly data driven environment.
Advanced degree in data science, journalism, economics, or a related quantitative field.
Outstanding statistical and data analysis skills using SQL or similar.
Track record of operating independently, demonstrating creativity, being detail-oriented, and delivering results in a highly organized manner.
Excellent communication skills.",5000.0
24,24,FAR EAST MANAGEMENT (PRIVATE) LIMITED,analyst,MCF-2021-0197998,"Woods Square, 6 Woodlands Square 737737",internship/traineeship,Fresh/entry level,0,information technology,"$2,500to$3,000",Monthly,Posted 03 May 2021,Closing on 02 Jun 2021,"Roles & Responsibilities
This position is responsible for the successful design and delivery of reports and visualisation. The analyst will perform the necessary data manipulations and present meaningful business insights. This position supports the Data Management Manager in project delivery, and the Data Team in operations.
Responsibilities:
End-to-end experience in dashboard development.
Gather business requirements, design dashboard UI, create BRD and lead development of dashboards.
Collaborate with cross functional teams comprised of end users, management, and vendors.
Provide exploratory and diagnostic analysis to resolve complex business queries for area of responsibility.
Monitor and improve adoption of data analysis and visualisation tools in all business units by providing end user trainings and engagement.
Establish and maintain operational workflow and processes for data and analytics platform.
Work closely with Data Management Lead and Data Architect / Data Engineer to ensure solutions are continually improved to synchronise with business processes.
Adapt to new data technologies in the industry and plan for continuous integration and upgrade of the existing solutions.
Drive the organization-wide data literacy training programme to upskill the workforce to be data-savvy and data- driven in business decisions.
Competencies:
Designing and maintaining major data visualisations and reporting technologies.
Working with major data related technologies, such as ETL, Databases, and Business Intelligence
Developing projects in Tableau platform and SAP Cloud Platform (Full-stack WebIDE, HANA-as-a-service, Smart Data Integration).
Good business understanding to convey business requirements to technical specifications
Strong understanding and hands-on experience with data preparation, staging, management, and analytics.
Strong aptitude for numbers and comfortable handling large volumes of data.
Strong understanding of data modelling, workflow, and processes.
Documentation of processes, analytics design, measure definitions, data integration, and development.
Good team player and process driven.
Good verbal and written communication skills.
Duration of Traineeship: 6 months
Approved Training Allowance:
Fresh Graduates: $2,500
Non-Mature Mid-Career Individuals: $3,000
Mature Mid-Career Individuals: $2,800
Education Qualifications Required for the Traineeship Role under SGUnited Traineeship:
This position is open to recent graduates and mid-career individuals (mature and non-mature).
Graduates interested in this position should possess a Bachelor's Degree.
Mid-career individuals from any qualification level can apply.
Eligibility criteria for SGunited Traineeships:
Singapore Citizen or Permanent Resident; and
a) Graduated or graduating in calendar year 2019 to 2021 from ITEs, polytechnics, universities, or other educational institutions (e.g. private universities and overseas institutions); or
b) Graduated earlier from above institutions and completed National Service between 2019 to 2021",2750.0
